Year,Event Name,Country/Region,Disaster Type,Deaths,Economic Loss (USD),Loss as % of GDP,Source,Catastrophic,Insured Loss (USD)
2024,Drought in NM,NM,Drought,0,3421600000.0,0,NOAA,Yes,0
2024,Severe Storm in NM,NM,Severe Storm,0,1062900000.0000001,0,NOAA,Yes,0
2024,Tropical Cyclone in NM,NM,Tropical Cyclone,0,304600000.0,0,NOAA,No,0
2024,Wildfire in NM,NM,Wildfire,0,4520100000.0,0,NOAA,Yes,0
2024,Drought in NV,NV,Drought,0,445900000.0,0,NOAA,No,0
2024,Flood in NV,NV,Flood,0,1089000000.0,0,NOAA,Yes,0
2024,Severe Storm in NV,NV,Severe Storm,0,63000000.0,0,NOAA,No,0
2024,Wildfire in NV,NV,Wildfire,0,1247700000.0,0,NOAA,Yes,0
2024,Winter Storm in NV,NV,Winter Storm,0,45600000.0,0,NOAA,No,0
2024,Drought in NY,NY,Drought,0,631900000.0,0,NOAA,No,0
2024,Flood in NY,NY,Flood,0,2354000000.0,0,NOAA,Yes,0
2024,Freeze in NY,NY,Freeze,0,71400000.0,0,NOAA,No,0
2024,Severe Storm in NY,NY,Severe Storm,0,4951600000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in NY,NY,Tropical Cyclone,0,68698000000.0,0,NOAA,Yes,0
2024,Winter Storm in NY,NY,Winter Storm,0,7982600000.0,0,NOAA,Yes,0
2024,Drought in OH,OH,Drought,0,6633800000.0,0,NOAA,Yes,0
2024,Flood in OH,OH,Flood,0,1389900000.0,0,NOAA,Yes,0
2024,Freeze in OH,OH,Freeze,0,418200000.0,0,NOAA,No,0
2024,Severe Storm in OH,OH,Severe Storm,0,18918500000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in OH,OH,Tropical Cyclone,0,3889000000.0,0,NOAA,Yes,0
2024,Winter Storm in OH,OH,Winter Storm,0,1795800000.0,0,NOAA,Yes,0
2024,Drought in OK,OK,Drought,0,13450500000.0,0,NOAA,Yes,0
2024,Flood in OK,OK,Flood,0,2598000000.0,0,NOAA,Yes,0
2024,Freeze in OK,OK,Freeze,0,630000000.0,0,NOAA,No,0
2024,Severe Storm in OK,OK,Severe Storm,0,27412500000.0,0,NOAA,Yes,0
2024,Wildfire in OK,OK,Wildfire,0,348400000.0,0,NOAA,No,0
2024,Winter Storm in OK,OK,Winter Storm,0,1067099999.9999999,0,NOAA,Yes,0
2024,Drought in OR,OR,Drought,0,4458300000.0,0,NOAA,Yes,0
2024,Flood in OR,OR,Flood,0,1655400000.0,0,NOAA,Yes,0
2024,Freeze in OR,OR,Freeze,0,138600000.0,0,NOAA,No,0
2024,Severe Storm in OR,OR,Severe Storm,0,107500000.0,0,NOAA,No,0
2024,Wildfire in OR,OR,Wildfire,0,5913000000.0,0,NOAA,Yes,0
2024,Winter Storm in OR,OR,Winter Storm,0,1477900000.0,0,NOAA,Yes,0
2024,Drought in PA,PA,Drought,0,2591300000.0,0,NOAA,Yes,0
2024,Flood in PA,PA,Flood,0,1354100000.0,0,NOAA,Yes,0
2024,Freeze in PA,PA,Freeze,0,105000000.0,0,NOAA,No,0
2024,Severe Storm in PA,PA,Severe Storm,0,9692000000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in PA,PA,Tropical Cyclone,0,12070000000.0,0,NOAA,Yes,0
2024,Winter Storm in PA,PA,Winter Storm,0,4021400000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in PR,PR,Tropical Cyclone,0,126324800000.0,0,NOAA,Yes,0
2024,Drought in RI,RI,Drought,0,13300000.0,0,NOAA,No,0
2024,Flood in RI,RI,Flood,0,240700000.0,0,NOAA,No,0
2024,Freeze in RI,RI,Freeze,0,8400000.0,0,NOAA,No,0
2024,Severe Storm in RI,RI,Severe Storm,0,224600000.0,0,NOAA,No,0
2024,Tropical Cyclone in RI,RI,Tropical Cyclone,0,1355700000.0,0,NOAA,Yes,0
2024,Winter Storm in RI,RI,Winter Storm,0,1130500000.0,0,NOAA,Yes,0
2024,Drought in SC,SC,Drought,0,4457700000.0,0,NOAA,Yes,0
2024,Flood in SC,SC,Flood,0,2611700000.0,0,NOAA,Yes,0
2024,Freeze in SC,SC,Freeze,0,652200000.0,0,NOAA,No,0
2024,Severe Storm in SC,SC,Severe Storm,0,5144800000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in SC,SC,Tropical Cyclone,0,28857500000.0,0,NOAA,Yes,0
2024,Winter Storm in SC,SC,Winter Storm,0,1563500000.0,0,NOAA,Yes,0
2024,Drought in SD,SD,Drought,0,14729100000.0,0,NOAA,Yes,0
2024,Flood in SD,SD,Flood,0,5649500000.0,0,NOAA,Yes,0
2024,Freeze in SD,SD,Freeze,0,25200000.0,0,NOAA,No,0
2024,Severe Storm in SD,SD,Severe Storm,0,2296900000.0,0,NOAA,Yes,0
2024,Wildfire in SD,SD,Wildfire,0,108800000.0,0,NOAA,No,0
2024,Drought in TN,TN,Drought,0,7508800000.0,0,NOAA,Yes,0
2024,Flood in TN,TN,Flood,0,3988900000.0,0,NOAA,Yes,0
2024,Freeze in TN,TN,Freeze,0,196000000.0,0,NOAA,No,0
2024,Severe Storm in TN,TN,Severe Storm,0,23587900000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in TN,TN,Tropical Cyclone,0,2518300000.0,0,NOAA,Yes,0
2024,Wildfire in TN,TN,Wildfire,0,1834000000.0,0,NOAA,Yes,0
2024,Winter Storm in TN,TN,Winter Storm,0,2846600000.0,0,NOAA,Yes,0
2024,Drought in TX,TX,Drought,0,44129300000.0,0,NOAA,Yes,0
2024,Flood in TX,TX,Flood,0,15303300000.0,0,NOAA,Yes,0
2024,Freeze in TX,TX,Freeze,0,565300000.0,0,NOAA,No,0
2024,Severe Storm in TX,TX,Severe Storm,0,98418200000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in TX,TX,Tropical Cyclone,0,248011200000.0,0,NOAA,Yes,0
2024,Wildfire in TX,TX,Wildfire,0,3166100000.0,0,NOAA,Yes,0
2024,Winter Storm in TX,TX,Winter Storm,0,26502900000.0,0,NOAA,Yes,0
2024,Drought in UT,UT,Drought,0,530100000.0,0,NOAA,No,0
2024,Flood in UT,UT,Flood,0,1610000000.0,0,NOAA,Yes,0
2024,Freeze in UT,UT,Freeze,0,12600000.0,0,NOAA,No,0
2024,Severe Storm in UT,UT,Severe Storm,0,28800000.0,0,NOAA,No,0
2024,Wildfire in UT,UT,Wildfire,0,1405400000.0,0,NOAA,Yes,0
2024,Drought in VA,VA,Drought,0,4841200000.0,0,NOAA,Yes,0
2024,Flood in VA,VA,Flood,0,2301900000.0,0,NOAA,Yes,0
2024,Freeze in VA,VA,Freeze,0,91600000.0,0,NOAA,No,0
2024,Severe Storm in VA,VA,Severe Storm,0,4030200000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in VA,VA,Tropical Cyclone,0,11133200000.0,0,NOAA,Yes,0
2024,Winter Storm in VA,VA,Winter Storm,0,3141700000.0,0,NOAA,Yes,0
2024,Tropical Cyclone in VI,VI,Tropical Cyclone,0,21081500000.0,0,NOAA,Yes,0
2024,Drought in VT,VT,Drought,0,13300000.0,0,NOAA,No,0
2024,Flood in VT,VT,Flood,0,952800000.0,0,NOAA,No,0
2024,Severe Storm in VT,VT,Severe Storm,0,185600000.0,0,NOAA,No,0
2024,Tropical Cyclone in VT,VT,Tropical Cyclone,0,1173700000.0,0,NOAA,Yes,0
